"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Trilean.java","4","10","Unnecessary qualifier 'Trilean': 'TRUE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Trilean.java","4","10","Unnecessary qualifier 'Trilean': 'FALSE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","164","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","165","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","187","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","188","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","210","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","211","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","283","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","284","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","338","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"10","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","360","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"11","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","383","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"12","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","384","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"13","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","387","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"14","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","444","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"15","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","462","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"16","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","541","Unnecessary qualifier 'Utils': 'cons' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"17","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","554","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"18","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","565","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"19","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","567","Unnecessary qualifier 'Utils': 'MD5ToString' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"20","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","612","Unnecessary qualifier 'Utils': 'MD5ToString' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"21","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","631","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"22","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","736","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"23","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","863","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"24","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","864","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"25","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","934","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"26","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","980","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"27","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","981","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"28","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","1098","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"29","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","1099","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"30","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","1146","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"31","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","1157","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"32","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","1178","Unnecessary qualifier 'Utils': 'stream' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"33","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","1207","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"34","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","1208","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"35","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","1209","Unnecessary qualifier 'Utils': 'validateArg' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"36","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","1438","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"37","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Utils.java","4","1439","Unnecessary qualifier 'Utils': 'nonNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.codecs","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\codecs\AnnotatedIntervalCodec.java","4","134","Unnecessary qualifier 'AnnotatedIntervalCodec': 'updateStructuredComments' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.codecs","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\codecs\SplitReadEvidenceCodec.java","4","95","Unnecessary qualifier 'SplitReadEvidenceCodec': 'DIRECTION_RIGHT' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.codecs","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\codecs\SplitReadEvidenceCodec.java","4","95","Unnecessary qualifier 'SplitReadEvidenceCodec': 'DIRECTION_LEFT' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.codecs.gtf","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\codecs\gtf\GencodeGtfCodec.java","4","172","Unnecessary qualifier 'GencodeGtfCodec': 'GENCODE_GTF_MIN_VERSION_NUM_INCLUSIVE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.codecs.gtf","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\codecs\gtf\GencodeGtfCodec.java","4","174","Unnecessary qualifier 'GencodeGtfCodec': 'GENCODE_GTF_MIN_VERSION_NUM_INCLUSIVE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.codecs.xsvLocatableTable","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\codecs\xsvLocatableTable\XsvLocatableTableCodec.java","4","615","Unnecessary qualifier 'XsvLocatableTableCodec': 'SAM_FILE_HEADER_START' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.config","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\config\ConfigFactory.java","4","454","Unnecessary qualifier 'ConfigFactory': 'getInstance' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.config","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\config\ConfigFactory.java","4","466","Unnecessary qualifier 'ConfigFactory': 'getInstance' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.gvs.bigquery","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\gvs\bigquery\BigQueryUtils.java","4","144","Unnecessary qualifier 'BigQueryUtils': 'getBigQueryEndPoint' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.gvs.bigquery","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\gvs\bigquery\BigQueryUtils.java","4","457","Unnecessary qualifier 'BigQueryUtils': 'executeQuery' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils.gvs.bigquery","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\gvs\bigquery\BigQueryUtils.java","4","470","Unnecessary qualifier 'BigQueryUtils': 'executeQuery' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.io","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\io\IOUtils.java","4","375","Unnecessary qualifier 'IOUtils': 'createTempFile' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.io","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\io\IOUtils.java","4","720","Unnecessary qualifier 'IOUtils': 'deleteOnExit' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils.io","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\io\IOUtils.java","4","724","Unnecessary qualifier 'IOUtils': 'deleteOnExit' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.utils.io","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\io\IOUtils.java","4","725","Unnecessary qualifier 'IOUtils': 'deleteOnExit' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","org.broadinstitute.hellbender.utils.io","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\io\IOUtils.java","4","726","Unnecessary qualifier 'IOUtils': 'deleteOnExit' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","org.broadinstitute.hellbender.utils.io","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\io\IOUtils.java","4","727","Unnecessary qualifier 'IOUtils': 'deleteOnExit' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","org.broadinstitute.hellbender.utils.io","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\io\IOUtils.java","4","728","Unnecessary qualifier 'IOUtils': 'deleteOnExit' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","org.broadinstitute.hellbender.utils.io","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\io\IOUtils.java","4","870","Unnecessary qualifier 'IOUtils': 'assertFileIsReadable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","org.broadinstitute.hellbender.utils.io","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\io\IOUtils.java","4","870","Unnecessary qualifier 'IOUtils': 'getPath' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.read","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\read\ArtificialReadUtils.java","4","670","Unnecessary qualifier 'ArtificialReadUtils': 'createArtificialRead' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.read","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\read\ArtificialReadUtils.java","3","717","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"3","org.broadinstitute.hellbender.utils.read","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\read\ArtificialReadUtils.java","3","721","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"4","org.broadinstitute.hellbender.utils.read","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\read\ArtificialReadUtils.java","4","725","Unnecessary qualifier 'ArtificialReadUtils': 'createArtificialRead' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","org.broadinstitute.hellbender.utils.read","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\read\ArtificialReadUtils.java","4","759","Unnecessary qualifier 'ArtificialReadUtils': 'createArtificialRead' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.read","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\read\ReadUtils.java","3","756","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.utils.read","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\read\ReadUtils.java","4","881","Unnecessary qualifier 'ReadUtils': 'getOriginalBaseQualities' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils.read","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\read\ReadUtils.java","4","964","Unnecessary qualifier 'ReadUtils': 'createCommonSAMWriterFromFactory' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.read.markduplicates","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\read\markduplicates\ReadsKey.java","3","18","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.broadinstitute.hellbender.utils.read.markduplicates.sparkrecords","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\read\markduplicates\sparkrecords\Pair.java","4","173","Unnecessary qualifier 'org.broadinstitute.hellbender.utils.read.markduplicates.sparkrecords': 'Pair' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.read.markduplicates.sparkrecords","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\read\markduplicates\sparkrecords\Pair.java","4","175","Unnecessary qualifier 'org.broadinstitute.hellbender.utils.read.markduplicates.sparkrecords': 'Pair' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils.read.markduplicates.sparkrecords","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\read\markduplicates\sparkrecords\Pair.java","4","179","Unnecessary qualifier 'org.broadinstitute.hellbender.utils.read.markduplicates.sparkrecords': 'Pair' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.utils.read.markduplicates.sparkrecords","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\read\markduplicates\sparkrecords\Pair.java","4","179","Unnecessary qualifier 'org.broadinstitute.hellbender.utils.read.markduplicates.sparkrecords': 'Pair' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","org.broadinstitute.hellbender.utils.read.markduplicates.sparkrecords","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\read\markduplicates\sparkrecords\Pair.java","4","180","Unnecessary qualifier 'org.broadinstitute.hellbender.utils.read.markduplicates.sparkrecords': 'Pair' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.recalibration","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\EventType.java","4","22","Unnecessary qualifier 'EventType': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.recalibration","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\RecalDatum.java","4","249","Unnecessary qualifier 'RecalDatum': 'bayesianEstimateOfEmpiricalQuality' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.recalibration","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\RecalUtils.java","4","60","Unnecessary qualifier 'RecalUtils': 'COVARIATE_VALUE_COLUMN_NAME' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.recalibration","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\RecalUtils.java","4","61","Unnecessary qualifier 'RecalUtils': 'COVARIATE_NAME_COLUMN_NAME' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils.recalibration","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\RecalUtils.java","4","62","Unnecessary qualifier 'RecalUtils': 'EVENT_TYPE_COLUMN_NAME' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.utils.recalibration","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\RecalUtils.java","4","63","Unnecessary qualifier 'RecalUtils': 'EMPIRICAL_QUALITY_COLUMN_NAME' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","org.broadinstitute.hellbender.utils.recalibration","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\RecalUtils.java","4","64","Unnecessary qualifier 'RecalUtils': 'ESTIMATED_Q_REPORTED_COLUMN_NAME' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","org.broadinstitute.hellbender.utils.recalibration","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\RecalUtils.java","4","65","Unnecessary qualifier 'RecalUtils': 'NUMBER_OBSERVATIONS_COLUMN_NAME' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"7","org.broadinstitute.hellbender.utils.recalibration","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\RecalUtils.java","4","66","Unnecessary qualifier 'RecalUtils': 'NUMBER_ERRORS_COLUMN_NAME' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"8","org.broadinstitute.hellbender.utils.recalibration","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\RecalUtils.java","4","121","Unnecessary qualifier 'RecalUtils': 'writeCsv' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","org.broadinstitute.hellbender.utils.recalibration","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\RecalUtils.java","4","312","Unnecessary qualifier 'RecalUtils': 'createRecalibrationGATKReport' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.recalibration.covariates","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\covariates\CycleCovariate.java","4","84","Unnecessary qualifier 'CycleCovariate': 'keyFromCycle' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.recalibration.covariates","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\covariates\CycleCovariate.java","4","86","Unnecessary qualifier 'CycleCovariate': 'CUSHION_FOR_INDELS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils.recalibration.covariates","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\covariates\CycleCovariate.java","4","87","Unnecessary qualifier 'CycleCovariate': 'CUSHION_FOR_INDELS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.utils.recalibration.covariates","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\recalibration\covariates\CycleCovariate.java","4","90","Unnecessary qualifier 'CycleCovariate': 'keyFromCycle' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.report","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\report\GATKReportDataType.java","4","75","Unnecessary qualifier 'GATKReportDataType': 'Boolean' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.report","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\report\GATKReportDataType.java","4","78","Unnecessary qualifier 'GATKReportDataType': 'Character' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils.report","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\report\GATKReportDataType.java","4","82","Unnecessary qualifier 'GATKReportDataType': 'Decimal' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.utils.report","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\report\GATKReportDataType.java","4","88","Unnecessary qualifier 'GATKReportDataType': 'Integer' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","org.broadinstitute.hellbender.utils.report","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\report\GATKReportDataType.java","4","91","Unnecessary qualifier 'GATKReportDataType': 'String' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","org.broadinstitute.hellbender.utils.report","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\report\GATKReportDataType.java","4","94","Unnecessary qualifier 'GATKReportDataType': 'Unknown' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
