"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"4","org.springframework.integration.redis.util","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-redis\src\test\java\org\springframework\integration\redis\util\RedisLockRegistryTests.java","3","845","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"5","org.springframework.integration.redis.util","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-redis\src\test\java\org\springframework\integration\redis\util\RedisLockRegistryTests.java","3","861","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.rsocket.inbound","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-rsocket\src\test\java\org\springframework\integration\rsocket\inbound\RSocketInboundGatewayIntegrationTests.java","3","149","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.rsocket.outbound","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-rsocket\src\test\java\org\springframework\integration\rsocket\outbound\RSocketOutboundGatewayIntegrationTests.java","3","479","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.smb","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-smb\src\test\java\org\springframework\integration\smb\AbstractBaseTests.java","3","45","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"2","org.springframework.integration.smb","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-smb\src\test\java\org\springframework\integration\smb\AbstractBaseTests.java","3","79","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"3","org.springframework.integration.smb","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-smb\src\test\java\org\springframework\integration\smb\AbstractBaseTests.java","3","81","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.springframework.integration.smb.dsl","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-smb\src\test\java\org\springframework\integration\smb\dsl\SmbTests.java","3","280","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.stomp.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-stomp\src\main\java\org\springframework\integration\stomp\config\StompAdapterParserUtils.java","3","30","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.stomp.support","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-stomp\src\main\java\org\springframework\integration\stomp\support\IntegrationStompHeaders.java","3","34","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.test.util","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-test-support\src\main\java\org\springframework\integration\test\util\TestUtils.java","3","61","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.test.mock","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-test\src\test\java\org\springframework\integration\test\mock\CachedSpringIntegrationTestAnnotationTests.java","3","38","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.websocket.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-websocket\src\main\java\org\springframework\integration\websocket\config\WebSocketAdapterParsingUtils.java","3","36","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.ws","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ws\src\main\java\org\springframework\integration\ws\WebServiceHeaders.java","3","25","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.ws","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ws\src\test\java\org\springframework\integration\ws\SimpleWebServiceOutboundGatewayTests.java","3","112","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.ws","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ws\src\test\java\org\springframework\integration\ws\SimpleWebServiceOutboundGatewayTests.java","3","177","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.springframework.integration.ws","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ws\src\test\java\org\springframework\integration\ws\SimpleWebServiceOutboundGatewayTests.java","3","227","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.xml.transformer","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-xml\src\main\java\org\springframework\integration\xml\transformer\UnmarshallingTransformer.java","3","150","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.zip","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-zip\src\main\java\org\springframework\integration\zip\ZipHeaders.java","3","26","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.zip.transformer","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-zip\src\test\java\org\springframework\integration\zip\transformer\ZipTransformerTests.java","3","239","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.zookeeper.leader","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-zookeeper\src\main\java\org\springframework\integration\zookeeper\leader\LeaderInitiator.java","3","234","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.springframework.integration.zookeeper.leader","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-zookeeper\src\main\java\org\springframework\integration\zookeeper\leader\LeaderInitiator.java","3","237","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"3","org.springframework.integration.zookeeper.leader","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-zookeeper\src\main\java\org\springframework\integration\zookeeper\leader\LeaderInitiator.java","3","266","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.zookeeper.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-zookeeper\src\test\java\org\springframework\integration\zookeeper\config\LeaderInitiatorFactoryBeanTests.java","4","142","Unnecessary qualifier 'LeaderInitiatorFactoryBeanTests': 'client' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
